,show_id,show_title,brand,union_id,xmin,ymin,xmax,ymax,gender,season,style,category,collar,sleeve,sleeve_type,fabric,contour,clothes_length,technology,texture,accessories,path,done,ori_w,ori_h,ratio,aesthetic,cv_var,cv_lightness,cv_saturation,caption-base,caption-large,face_count,face_loc,face_col,weight,view,look_at_viewer,color_3,color_2,color_1,prompt_image,prompt_clothes,tgt_w,tgt_h
22312,c827989f3f5b84543e9081accec1526f,20/21秋冬马德里Angel Schlesser成衣,Angel Schlesser,33_3c73134208bcff36f5046768d7455d87,0.2613,0.1446,0.6916,0.7288,女装,春夏,精致/奢华#复古,针织裙,立领,超长袖,,毛纺,H型,长款,钩花,纯色,,imgs/show_768/094c69d74ac01040de31ab5943dd2424_16ec222ac86eb0c974ec03956c8090a9.png,True,3333.0,5000.0,0.67,5.6302103996276855,430.0409125277175,47.72277492947049,10.95533243815104,a model walks the runway at the dolcel show,a model walks down the runway in a sheered top and black pants,1.0,"(69, 426, 164, 331)",0.0,1.0,3.0,False,陨石色,深黑,黑白灰,"a full body view photo , a model walks the runway at the dolcel show , White Race","Women's Clothes for Spring and Summer , Refined / Luxurious & Retro Style Achromatic Color Knit Skirt , L Size , Stand Collar , Woolen Fabric , H-Line Contour , Crochet Making Technology , Solid Color Texture",768,1152
23719,b6cbda2e209dace3401da4d1feb71612,2018春夏巴黎Paul Smith 保罗·史密斯成衣,Paul Smith 保罗·史密斯,33_493ec34711241397e5728ee816a7ca2c,0.2479,0.1558,0.7143,0.5424,男装,秋冬,都市#复古,西服,翻驳领,中长袖,基础袖,正装面料,H型,中款,无工艺,纯色,基础扣饰,imgs/show_768/1194d1479ecaab68d898e6c6ed14b72b_ce3e35264a4f1eb0cb0fa6c6900a1cfb.png,True,2114.0,3184.0,0.66,5.724145889282227,111.07565473728212,165.84084291811342,57.35521443684896,a man in a suit and sunglasses walking down a runway,arafed male model in a brown suit and blue shirt walking down a runway,1.0,"(92, 419, 171, 340)",0.0,1.0,3.0,False,巧克力棕色#踢踏舞鞋色,巧克力棕#深黑,大地色#黑白灰,"a full body view photo , a man in a suit and sunglasses walking down a runway , White Race","Man's Clothes for Autumn and Winter , Urban & Retro Style Earth Tone & Achromatic Color Blazer , M Size , Revers Collar , Medium Long Sleeve in Basic Sleeves Type, Suit Fabrics Fabric , H-Line Contour , No process Making Technology , Solid Color Texture , Basic Buckle Accessories",768,1152
23720,b6cbda2e209dace3401da4d1feb71612,2018春夏巴黎Paul Smith 保罗·史密斯成衣,Paul Smith 保罗·史密斯,33_493ec34711241397e5728ee816a7ca2c,0.3482,0.4215,0.6192,0.8992,男装,秋冬,都市,中长裤,翻驳领,中长袖,基础袖,正装面料,,长款,无工艺,纯色,基础扣饰,imgs/show_768/1194d1479ecaab68d898e6c6ed14b72b_ce3e35264a4f1eb0cb0fa6c6900a1cfb.png,True,2114.0,3184.0,0.66,5.724145889282227,111.07565473728212,165.84084291811342,57.35521443684896,a man in a suit and sunglasses walking down a runway,arafed male model in a brown suit and blue shirt walking down a runway,1.0,"(92, 419, 171, 340)",0.0,1.0,3.0,False,巧克力棕色#巧克力酱色,巧克力棕#咖啡色,大地色,"a full body view photo , a man in a suit and sunglasses walking down a runway , White Race","Man's Clothes for Autumn and Winter , Urban Style Earth Tone Color Middle Trousers , L Size , Revers Collar , Medium Long Sleeve in Basic Sleeves Type, Suit Fabrics Fabric , No process Making Technology , Solid Color Texture , Basic Buckle Accessories",768,1152
24092,b4569f05871c93ca82bb312dca41e247,2019春夏巴黎Paul Smith 保罗·史密斯成衣,Paul Smith 保罗·史密斯,33_2ba4e25d4aaf77eafd3b1077f300ab74,0.2902,0.1639,0.7453,0.8485,女装,春夏,浪漫/淑女,连衣裙,V领,短袖,,化纤,T型,长款,印花,线性图案,,imgs/show_768/47b516c1864534ae3d697322b416e866_74c4a87bdd5e04d9760525867369db26.png,True,2564.0,3861.0,0.66,5.45018196105957,1340.9681467201424,122.25624706127026,51.60023781105324,a model walks the runway at the london fashion week show,a woman in a dress with a black and white pattern on it,1.0,"(100, 419, 179, 340)",3.0,1.0,3.0,True,雪白色#云白,雪白,大地色,"a full body view photo , a model walks the runway at the london fashion week show , Black Race , Look_at_viewer","Women's Clothes for Spring and Summer , Romance / Lady Style Earth Tone Color Dress , L Size , V-Neck Collar , Chemical Fabric , T-Line Contour , Printing Making Technology , Linear Pattern Texture",768,1152
27661,5b64ad552c7bddc0c54e6f8e3f45e5d2,2018春游悉尼Macgraw成衣,Macgraw,33_fb8ff2f17dd7a2cbe30ed2c4ab5c646f,0.1021,0.2155,0.8993,0.9004,女装,春夏,家居服,连衣裙,衬衫领,中长袖,喇叭袖,化纤,A型,短款,印花,植物/花卉#卡通次元,,imgs/show_768/7b4f13936be3bff6f41a55be32598ece_c61a9395064b04a6672cad9359a4b1ca.png,True,2116.0,3184.0,0.66,5.661360740661621,1837.435420215984,114.47974084924768,179.02495998806424,a model walks down the runway wearing a blue dress with a red and white cat in the hat,arafed image of a model wearing a blue dress with a boat print,1.0,"(107, 448, 244, 311)",0.0,1.0,2.0,True,远景蓝#暗海蓝#静蓝色,银灰蓝#阿拉斯加蓝#蓝铃草色,蓝色,"a mid-length body view photo , a model walks down the runway wearing a blue dress with a red and white cat in the hat , White Race , Look_at_viewer","Women's Clothes for Spring and Summer , Leisure Wear Style Blue Color Dress , S Size , Shirt Collar , Medium Long Sleeve in Bell Sleeves Type, Chemical Fabric , A-Line Contour , Printing Making Technology , Plants / Flowers & Cartoon Dimension Texture",768,1152
28128,8f06ae2567b5338ac9311eda52ef74cd,2018春夏哥伦比亚Fundación Universitaria del Área Andina成衣,Fundación Universitaria del Área Andina,33_f7e810becb045a66f272018f67a65af9,0.1387,0.2612,0.8088,0.9888,男装,秋冬,工装风,大衣 / 风衣,翻领,中长袖,基础袖,呢绒,H型,长款,无工艺,纯色,成品腰带,imgs/show_768/fbdcd9a479f16f4d8692a53cfb84b920_0321a1c58092f47bcb4a07f11a942972.png,True,2610.0,4000.0,0.65,5.636645317077637,1280.9400384729452,120.33137681749132,30.50483081958912,a man with a camera on a runway runway,arafed man in a gray coat and a tan scarf holding a camera,1.0,"(161, 454, 275, 340)",2.0,1.0,2.0,False,深暗灰#烟熏橄榄色,花岗岩灰#烟熏橄榄,黑白灰#大地色,"a mid-length body view photo , a man with a camera on a runway","Man's Clothes for Autumn and Winter , Tooling Style Achromatic & Earth Tone Color Overcoat , L Size , Lapel Collar , Medium Long Sleeve in Basic Sleeves Type, Wool Fabric , H-Line Contour , No process Making Technology , Solid Color Texture , Finished Belt Accessories",768,1152
29977,1201209cca41333e5a3682d43705191a,22/23秋冬巴黎Hermes 爱马仕成衣,Hermes 爱马仕,33_1164123ac93701495050f34487586e45,0.1333,0.2424,0.857,0.8666,女装,秋冬,都市,夹克,立领,中长袖,基础袖,呢绒,X型,中款,无工艺,纯色,基础拉链,imgs/show_768/66eaec80acd26d801009e8661bd60561_901a4d0e76f02322cde9c89af49bc2d6.png,True,2574.0,3861.0,0.67,5.803380012512207,229.4014065640483,58.778594970703125,40.09929063585069,a model walks down the runway wearing a brown jacket and shorts,arafed image of a woman walking down a runway wearing a brown jacket and shorts,1.0,"(135, 448, 272, 311)",0.0,1.0,2.0,True,巧克力棕色,巧克力棕,大地色,"a mid-length body view photo , a model walks down the runway wearing a brown jacket and shorts , White Race , Look_at_viewer","Women's Clothes for Autumn and Winter , Urban Style Earth Tone Color Jacket , M Size , Stand Collar , Medium Long Sleeve in Basic Sleeves Type, Wool Fabric , X-Line Contour , No process Making Technology , Solid Color Texture , Basic Zipper Accessories",768,1152
29978,1201209cca41333e5a3682d43705191a,22/23秋冬巴黎Hermes 爱马仕成衣,Hermes 爱马仕,33_1164123ac93701495050f34487586e45,0.2988,0.7182,0.7712,0.9104,女装,秋冬,都市,短裤,,,,化纤,,短款,无工艺,纯色,,imgs/show_768/66eaec80acd26d801009e8661bd60561_901a4d0e76f02322cde9c89af49bc2d6.png,True,2574.0,3861.0,0.67,5.803380012512207,229.4014065640483,58.778594970703125,40.09929063585069,a model walks down the runway wearing a brown jacket and shorts,arafed image of a woman walking down a runway wearing a brown jacket and shorts,1.0,"(135, 448, 272, 311)",0.0,1.0,2.0,True,巧克力棕色,巧克力棕,大地色,"a mid-length body view photo , a model walks down the runway wearing a brown jacket and shorts , White Race , Look_at_viewer","Women's Clothes for Autumn and Winter , Urban Style Earth Tone Color Shorts , S Size , Chemical Fabric , No process Making Technology , Solid Color Texture",768,1152
30157,ecc817d56c9086e78ac81fbc11e7e4eb,20/21秋冬巴黎KENZO 高田贤三成衣,KENZO 高田贤三,33_6312c6b6cdb5f76e0ad1dd25ae2b4969,0.3244,0.1595,0.8034,0.8348,女装,春夏,街潮,连衣裙,立领,中袖,,化纤,H型,超长款,印花,撞色/渐变,,imgs/show_768/521f21fca8ab53af50f5900c19fefa9e_aaf38af0da740ed971cd283fb19fb3c2.png,True,2574.0,3861.0,0.67,5.191431045532227,562.4751574754272,159.82311107494212,40.78185583043982,a woman walking down a runway wearing a colorful dress,araffe wearing a hat and a dress with a tiger on it,1.0,"(100, 435, 179, 356)",0.0,1.0,3.0,False,酱黑色,深黑,黑白灰,"a full body view photo , a woman walking down a runway wearing a colorful dress , White Race","Women's Clothes for Spring and Summer , Street Tide Style Achromatic Color Dress , XL Size , Stand Collar , Chemical Fabric , H-Line Contour , Printing Making Technology , Bump / Gradient Texture",768,1152
30276,7b5f7a7b16c6a522a2875488e7683048,18/19秋冬巴黎Hermes 爱马仕成衣,Hermes 爱马仕,33_9ede91edaf70ff3675af1cea9060e582,0.2704,0.1469,0.7327,0.7457,女装,春夏,工装风,皮大衣,翻领,中长袖,基础袖,皮革面料,X型,长款,无工艺,纯色,基础扣饰,imgs/show_768/027b886900c51b01b662330523b305c0_bab0845b79a17b69ac24c5c7e1f4fc5c.png,True,2570.0,3861.0,0.67,5.790172576904297,144.9317198424231,75.38083450882523,74.75373670789931,a model walks the runway at the bu collection show,arafed image of a woman walking down a runway wearing a yellow coat,1.0,"(79, 416, 174, 321)",0.0,1.0,3.0,True,柠檬咖喱黄#橄榄油色,咖喱黄#淡金色,黄色,"a full body view photo , a model walks the runway at the bu collection show , White Race , Look_at_viewer","Women's Clothes for Spring and Summer , Tooling Style Yellow Color Leather Coat , L Size , Lapel Collar , Medium Long Sleeve in Basic Sleeves Type, Leather Fabric , X-Line Contour , No process Making Technology , Solid Color Texture , Basic Buckle Accessories",768,1152
30389,7b5f7a7b16c6a522a2875488e7683048,18/19秋冬巴黎Hermes 爱马仕成衣,Hermes 爱马仕,33_d725cf82692c5ce934302b78db28f97a,0.3163,0.1497,0.7132,0.5879,女装,秋冬,都市#复古,无袖外套 / 马甲,立领,中长袖,,呢绒,X型,中款,拼接,格纹/菱格,,imgs/show_768/372dccc8e5250850d25d511b47166c97_f15190d1a4dbe03446860be0f0c92c76.png,True,2570.0,3861.0,0.67,5.7935285568237305,359.7966617615421,69.05945163302951,68.4132080078125,a model walks the runway at the marc marc marc marc marc marc marc marc marc marc marc marc,arafed image of a woman walking down a runway wearing a coat and pants,1.0,"(92, 427, 171, 348)",0.0,1.0,3.0,True,巧克力棕色#巧克力酱色,巧克力棕#咖啡色,大地色,"a full body view photo , a model walks the runway at the marc , White Race , Look_at_viewer","Women's Clothes for Autumn and Winter , Urban & Retro Style Earth Tone Color Sleeveless Jacket , M Size , Stand Collar , Wool Fabric , X-Line Contour , Splicing Making Technology , Grid / Rhombie Texture",768,1152
30390,7b5f7a7b16c6a522a2875488e7683048,18/19秋冬巴黎Hermes 爱马仕成衣,Hermes 爱马仕,33_d725cf82692c5ce934302b78db28f97a,0.416,0.5501,0.6377,0.8666,女装,秋冬,精致/奢华,皮裤,,,,皮革面料,T型,超长款,无工艺,纯色,,imgs/show_768/372dccc8e5250850d25d511b47166c97_f15190d1a4dbe03446860be0f0c92c76.png,True,2570.0,3861.0,0.67,5.7935285568237305,359.7966617615421,69.05945163302951,68.4132080078125,a model walks the runway at the marc marc marc marc marc marc marc marc marc marc marc marc,arafed image of a woman walking down a runway wearing a coat and pants,1.0,"(92, 427, 171, 348)",0.0,1.0,3.0,True,暗土褐色#榉树色,松球色#岩石灰,大地色,"a full body view photo , a model walks the runway at the marc , White Race , Look_at_viewer","Women's Clothes for Autumn and Winter , Refined / Luxurious Style Earth Tone Color Leather Pants , XL Size , Leather Fabric , T-Line Contour , No process Making Technology , Solid Color Texture",768,1152
31680,1201209cca41333e5a3682d43705191a,22/23秋冬巴黎Hermes 爱马仕成衣,Hermes 爱马仕,33_0b96b9c7e927c177e2eaeb84afb3644c,0.2587,0.2044,0.7824,0.7208,女装,秋冬,前卫,大衣 / 风衣,翻驳领,中长袖,基础袖,呢绒,H型,长款,无工艺,纯色,基础拉链,imgs/show_768/bc235453a16faefedfca9e0a29c7bf30_51e5aabace06761881ea4bf55966884d.png,True,2574.0,3861.0,0.67,5.673750877380371,139.20566021798075,49.9894782172309,24.79848678023727,a model walks the runway at the maison maison maison maison maison maison maison maison maison maison maison maison,arafed woman with red hair walking down a runway,1.0,"(137, 435, 231, 341)",0.0,1.0,3.0,True,蓝黑色,幽蓝,蓝色,"a full body view photo , a model walks the runway at the maison , White Race , Look_at_viewer","Women's Clothes for Autumn and Winter , Midfielder Style Blue Color Overcoat , L Size , Revers Collar , Medium Long Sleeve in Basic Sleeves Type, Wool Fabric , H-Line Contour , No process Making Technology , Solid Color Texture , Basic Zipper Accessories",768,1152
31716,5f52007dac16b6c06d7087ef6e3d743b,2018春夏巴黎KENZO 高田贤三成衣,KENZO 高田贤三,33_17166aa59b6c03e267ce07227bdd3b2e,0.1509,0.2321,0.8359,0.8719,女装,春夏,都市,衬衫,衬衫领,中长袖,基础袖,棉麻,H型,无法确定,无工艺,条纹/波纹,基础扣饰,imgs/show_768/b0921e939eb2b3e5af6fbca376437a71_14701de8bb1da567d1356a7b062f5104.png,True,2114.0,3184.0,0.66,5.842394828796387,240.9166290441768,152.68488792136864,43.9219970703125,a model walks the runway at chan chan's spring / summer 2013 show,arafed man in a striped shirt and tie with a cane,1.0,"(121, 471, 285, 307)",0.0,1.0,2.0,False,冰水#冰融化#纪念碑灰,梦幻蓝#棉花糖蓝#灰白色,蓝色#黑白灰,"a mid-length body view photo , a model walks the runway at chan chan's spring / summer 2013 show , White Race","Women's Clothes for Spring and Summer , Urban Style Blue & Achromatic Color Shirt , Shirt Collar , Medium Long Sleeve in Basic Sleeves Type, Cotton And Linen Fabric , H-Line Contour , No process Making Technology , Stripe / Ripple Texture , Basic Buckle Accessories",768,1152
35774,187f20e434e4d39d689b6f829916db00,2021春游东京AKIRANAKA成衣,AKIRANAKA,33_06f7a76a962744d77bafa6cddaace142,0.14,0.22,0.637,0.6013,男装,春夏,都市,套衫,圆形领,短袖,基础袖,棉麻,,中款,抽褶,纯色,,imgs/show_768/5af13f2a7580a43d7241a7eaa6bcb662_5776a9f7aab9bea8c973b92fc4d17a70.png,True,1000.0,1500.0,0.67,5.531760215759277,170.99961453056753,157.88527086046008,21.24487078631366,a woman in a black and white dress standing in front of a ladder,a woman in a black and white dress standing next to a ladder,1.0,"(161, 477, 275, 363)",0.0,1.0,2.0,False,踢踏舞鞋色,深黑,黑白灰,"a mid-length body view photo , a woman in a black and white dress standing in front of a ladder , White Race","Man's Clothes for Spring and Summer , Urban Style Achromatic Color Pullover , M Size , Round Neck Collar , Short Sleeve in Basic Sleeves Type, Cotton And Linen Fabric , Shir Making Technology , Solid Color Texture",768,1152
35775,187f20e434e4d39d689b6f829916db00,2021春游东京AKIRANAKA成衣,AKIRANAKA,33_06f7a76a962744d77bafa6cddaace142,0.185,0.538,0.745,0.996,男装,春夏,都市,半身裙,V领,无袖,无袖,化纤,A型,无法确定,褶裥#拼接,纯色,,imgs/show_768/5af13f2a7580a43d7241a7eaa6bcb662_5776a9f7aab9bea8c973b92fc4d17a70.png,True,1000.0,1500.0,0.67,5.531760215759277,170.99961453056753,157.88527086046008,21.24487078631366,a woman in a black and white dress standing in front of a ladder,a woman in a black and white dress standing next to a ladder,1.0,"(161, 477, 275, 363)",0.0,1.0,2.0,False,踢踏舞鞋色,深黑,黑白灰,"a mid-length body view photo , a woman in a black and white dress standing in front of a ladder , White Race","Man's Clothes for Spring and Summer , Urban Style Achromatic Color Skirt , V-Neck Collar , Sleeveless , Chemical Fabric , A-Line Contour , Pleat & Splicing Making Technology , Solid Color Texture",768,1152
38292,114495f36e77493ace92c686a9270b9e,23/24秋冬首尔Kwak Hyun Joo成衣,Kwak Hyun Joo,33_791692feac22cf4178cfe12fb4a54ef7,0.3652,0.3903,0.6713,0.8925,女装,春夏,甜美,牛仔长裤,,,基础袖,化纤,H型,长款,撞色线迹,纯色,,imgs/show_768/1aedd32746e3c77cc195bcc3c3891289_c5249559bed763dac3f1ef687148273c.png,True,2574.0,3861.0,0.67,5.1968255043029785,567.9511718749949,57.78287760416666,27.94960417570892,a model walks the runway at the fashion show,arafed image of a model walking down a runway wearing a cropped top and tie,1.0,"(108, 435, 187, 356)",1.0,1.0,3.0,True,酱黑色,深黑,黑白灰,"a full body view photo , a model walks the runway at the fashion show , Asian Race , Look_at_viewer","Women's Clothes for Spring and Summer , Sweet Style Achromatic Color Denim Pants , L Size , Chemical Fabric , H-Line Contour , Contrast Stitch Making Technology , Solid Color Texture",768,1152
38293,114495f36e77493ace92c686a9270b9e,23/24秋冬首尔Kwak Hyun Joo成衣,Kwak Hyun Joo,33_791692feac22cf4178cfe12fb4a54ef7,0.242,0.1694,0.7067,0.5553,女装,春夏,甜美,衬衫,衬衫领,,,,截短型,短款,印花,植物/花卉,,imgs/show_768/1aedd32746e3c77cc195bcc3c3891289_c5249559bed763dac3f1ef687148273c.png,True,2574.0,3861.0,0.67,5.1968255043029785,567.9511718749949,57.78287760416666,27.94960417570892,a model walks the runway at the fashion show,arafed image of a model walking down a runway wearing a cropped top and tie,1.0,"(108, 435, 187, 356)",1.0,1.0,3.0,True,轿车黑,深黑,黑白灰,"a full body view photo , a model walks the runway at the fashion show , Asian Race , Look_at_viewer","Women's Clothes for Spring and Summer , Sweet Style Achromatic Color Shirt , S Size , Shirt Collar , Truncated Contour , Printing Making Technology , Plants / Flowers Texture",768,1152
